Meet,MeetId,Event,Round,EventDate,Panel,RoundsCovered,Function,JudgeNo,JudgeName
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN Platform Semi-finals B,Semifinal,,single,1-6,Judge 3,J3,HOOD Robin NZL
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN Platform Semi-finals B,Semifinal,,single,1-6,Judge 4,J4,ANDREWS Ron RSA
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN Platform Final,Final,,single,1-6,Judge 5,J5,DIBIASI Klaus ITA
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN Platform Final,Final,,single,1-6,Judge 1,J1,COOK Jeff GBR
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN Platform Final,Final,,single,1-6,Judge 6,J6,LINDBERG Mathz SWE
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN Platform Final,Final,,single,1-6,Judge 2,J2,GOMPF Thomas USA
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN Platform Final,Final,,single,1-6,Judge 7,J7,CRUZ Julia ESP
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN Platform Final,Final,,single,1-6,Judge 3,J3,HOOD Robin NZL
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN Platform Final,Final,,single,1-6,Judge 4,J4,ANDREWS Ron RSA
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN 3m Springboard Semi-finals A,Semifinal,,single,1-6,Judge 5,J5,ZAITSEV Oleg RUS
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN 3m Springboard Semi-finals A,Semifinal,,single,1-6,Judge 1,J1,GEISSBUHLER Michael SUI
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN 3m Springboard Semi-finals A,Semifinal,,single,1-6,Judge 6,J6,ANDREWS Ron RSA
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN 3m Springboard Semi-finals A,Semifinal,,single,1-6,Judge 2,J2,CRUZ Julia ESP
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN 3m Springboard Semi-finals A,Semifinal,,single,1-6,Judge 7,J7,DIBIASI Klaus ITA
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN 3m Springboard Semi-finals A,Semifinal,,single,1-6,Judge 3,J3,LINDBERG Mathz SWE
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN 3m Springboard Semi-finals A,Semifinal,,single,1-6,Judge 4,J4,COOK Jeff GBR
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN 3m Springboard Semi-finals B,Semifinal,,single,1-6,Judge 5,J5,ZAITSEV Oleg RUS
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN 3m Springboard Semi-finals B,Semifinal,,single,1-6,Judge 1,J1,GEISSBUHLER Michael SUI
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN 3m Springboard Semi-finals B,Semifinal,,single,1-6,Judge 6,J6,ANDREWS Ron RSA
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN 3m Springboard Semi-finals B,Semifinal,,single,1-6,Judge 2,J2,CRUZ Julia ESP
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN 3m Springboard Semi-finals B,Semifinal,,single,1-6,Judge 7,J7,DIBIASI Klaus ITA
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN 3m Springboard Semi-finals B,Semifinal,,single,1-6,Judge 3,J3,LINDBERG Mathz SWE
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN 3m Springboard Semi-finals B,Semifinal,,single,1-6,Judge 4,J4,COOK Jeff GBR
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN 3m Springboard Final,Final,,single,1-6,Judge 5,J5,ZAITSEV Oleg RUS
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN 3m Springboard Final,Final,,single,1-6,Judge 1,J1,GEISSBUHLER Michael SUI
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN 3m Springboard Final,Final,,single,1-6,Judge 6,J6,ANDREWS Ron RSA
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN 3m Springboard Final,Final,,single,1-6,Judge 2,J2,CRUZ Julia ESP
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN 3m Springboard Final,Final,,single,1-6,Judge 7,J7,DIBIASI Klaus ITA
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN 3m Springboard Final,Final,,single,1-6,Judge 3,J3,LINDBERG Mathz SWE
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,WOMEN 3m Springboard Final,Final,,single,1-6,Judge 4,J4,COOK Jeff GBR
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN 3m Springboard Semi-finals A,Semifinal,,single,1-6,Judge 5,J5,LINDBERG Mathz SWE
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN 3m Springboard Semi-finals A,Semifinal,,single,1-6,Judge 1,J1,QABAZARD Sulaiman KUW
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN 3m Springboard Semi-finals A,Semifinal,,single,1-6,Judge 6,J6,GEISSBUHLER Michael SUI
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN 3m Springboard Semi-finals A,Semifinal,,single,1-6,Judge 2,J2,TUROVA Tatjana UKR
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN 3m Springboard Semi-finals A,Semifinal,,single,1-6,Judge 7,J7,GOMPF Thomas USA
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN 3m Springboard Semi-finals A,Semifinal,,single,1-6,Judge 3,J3,KOPPE Edgar GER
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN 3m Springboard Semi-finals A,Semifinal,,single,1-6,Judge 4,J4,ZAITSEV Oleg RUS
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN 3m Springboard Semi-finals B,Semifinal,,single,1-6,Judge 5,J5,LINDBERG Mathz SWE
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN 3m Springboard Semi-finals B,Semifinal,,single,1-6,Judge 1,J1,QABAZARD Sulaiman KUW
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN 3m Springboard Semi-finals B,Semifinal,,single,1-6,Judge 6,J6,GEISSBUHLER Michael SUI
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN 3m Springboard Semi-finals B,Semifinal,,single,1-6,Judge 2,J2,TUROVA Tatjana UKR
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN 3m Springboard Semi-finals B,Semifinal,,single,1-6,Judge 7,J7,GOMPF Thomas USA
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN 3m Springboard Semi-finals B,Semifinal,,single,1-6,Judge 3,J3,KOPPE Edgar GER
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN 3m Springboard Semi-finals B,Semifinal,,single,1-6,Judge 4,J4,ZAITSEV Oleg RUS
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN 3m Springboard Final,Final,,single,1-6,Judge 5,J5,LINDBERG Mathz SWE
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN 3m Springboard Final,Final,,single,1-6,Judge 1,J1,QABAZARD Sulaiman KUW
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN 3m Springboard Final,Final,,single,1-6,Judge 6,J6,GEISSBUHLER Michael SUI
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN 3m Springboard Final,Final,,single,1-6,Judge 2,J2,CRUZ Julia ESP
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN 3m Springboard Final,Final,,single,1-6,Judge 7,J7,GOMPF Thomas USA
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN 3m Springboard Final,Final,,single,1-6,Judge 3,J3,ANDREWS Ron RSA
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN 3m Springboard Final,Final,,single,1-6,Judge 4,J4,ZAITSEV Oleg RUS
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN Platform Semi-finals A,Semifinal,,single,1-6,Judge 5,J5,HOOD Robin NZL
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN Platform Semi-finals A,Semifinal,,single,1-6,Judge 1,J1,BURK Hans-Peter GER
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN Platform Semi-finals A,Semifinal,,single,1-6,Judge 6,J6,QABAZARD Sulaiman KUW
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN Platform Semi-finals A,Semifinal,,single,1-6,Judge 2,J2,ACOSTA Alberto MEX
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN Platform Semi-finals A,Semifinal,,single,1-6,Judge 7,J7,LINDBERG Mathz SWE
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN Platform Semi-finals A,Semifinal,,single,1-6,Judge 3,J3,COOK Jeff GBR
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN Platform Semi-finals A,Semifinal,,single,1-6,Judge 4,J4,CRUZ Julia ESP
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN Platform Final,Final,,single,1-6,Judge 5,J5,HOOD Robin NZL
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN Platform Final,Final,,single,1-6,Judge 1,J1,BURK Hans-Peter GER
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN Platform Final,Final,,single,1-6,Judge 6,J6,QABAZARD Sulaiman KUW
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN Platform Final,Final,,single,1-6,Judge 2,J2,ACOSTA Alberto MEX
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN Platform Final,Final,,single,1-6,Judge 7,J7,LINDBERG Mathz SWE
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN Platform Final,Final,,single,1-6,Judge 3,J3,COOK Jeff GBR
3rd FINA Diving Grand Prix Super Final,bangkok_2000_gp,MEN Platform Final,Final,,single,1-6,Judge 4,J4,CRUZ Julia ESP
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN Platform Semi-final A,Semifinal,,A,1-6,Judge 1,J1,REZNICHENKO Anatoly UKR
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN Platform Semi-final A,Semifinal,,B,1-6,Judge 5,J5,MALIEV Russland SUI
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN Platform Semi-final A,Semifinal,,single,1-6,Judge 6,J6,LINDBERG Mathz SWE
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN Platform Semi-final A,Semifinal,,single,1-6,Judge 2,J2,GERCHOUN Tanja FIN
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN Platform Semi-final A,Semifinal,,single,1-6,Judge 7,J7,NARISHKIN Vladimir BLR
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN Platform Semi-final A,Semifinal,,single,1-6,Judge 3,J3,MANZONI Renato ITA
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN Platform Semi-final A,Semifinal,,single,1-6,Judge 4,J4,CERMAKOVA Maria CZE
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN Platform Semi-final B,Semifinal,,A,1-6,Judge 1,J1,KLINGER Ursula GER
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN Platform Semi-final B,Semifinal,,B,1-6,Judge 5,J5,CLARKE William GBR
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN Platform Semi-final B,Semifinal,,single,1-6,Judge 6,J6,LINDBERG Mathz SWE
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN Platform Semi-final B,Semifinal,,single,1-6,Judge 2,J2,GERCHOUN Tanja FIN
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN Platform Semi-final B,Semifinal,,single,1-6,Judge 7,J7,NARISHKIN Vladimir BLR
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN Platform Semi-final B,Semifinal,,single,1-6,Judge 3,J3,CERMAKOVA Maria CZE
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN Platform Semi-final B,Semifinal,,single,1-6,Judge 4,J4,ROULEV Vladimir RUS
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN Platform Final,Final,,A,1-6,Judge 1,J1,CLARKE William GBR
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN Platform Final,Final,,B,1-6,Judge 5,J5,MALIEV Russland SUI
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN Platform Final,Final,,single,1-6,Judge 6,J6,LINDBERG Mathz SWE
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN Platform Final,Final,,single,1-6,Judge 2,J2,GERCHOUN Tanja FIN
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN Platform Final,Final,,single,1-6,Judge 7,J7,NARISHKIN Vladimir BLR
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN Platform Final,Final,,single,1-6,Judge 3,J3,MANZONI Renato ITA
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN Platform Final,Final,,single,1-6,Judge 4,J4,CERMAKOVA Maria CZE
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN 3m Springboard Semi-final A,Semifinal,,A,1-6,Judge 1,J1,MALIEV Russland SUI
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN 3m Springboard Semi-final A,Semifinal,,B,1-6,Judge 5,J5,ZAITSEV Oleg RUS
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN 3m Springboard Semi-final A,Semifinal,,single,1-6,Judge 6,J6,KUGLER Grete AUT
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN 3m Springboard Semi-final A,Semifinal,,single,1-6,Judge 2,J2,JOHNSON Bente NOR
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN 3m Springboard Semi-final A,Semifinal,,single,1-6,Judge 7,J7,ALT Walter GER
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN 3m Springboard Semi-final A,Semifinal,,single,1-6,Judge 3,J3,LLINAS Julian ESP
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN 3m Springboard Semi-final A,Semifinal,,single,1-6,Judge 4,J4,KOMULAINEN Jari FIN
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN 3m Springboard Semi-final B,Semifinal,,A,1-6,Judge 1,J1,REZNICHENKO Anatoly UKR
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN 3m Springboard Semi-final B,Semifinal,,B,1-6,Judge 5,J5,ZAITSEV Oleg RUS
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN 3m Springboard Semi-final B,Semifinal,,single,1-6,Judge 6,J6,KUGLER Grete AUT
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN 3m Springboard Semi-final B,Semifinal,,single,1-6,Judge 2,J2,JOHNSON Bente NOR
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN 3m Springboard Semi-final B,Semifinal,,single,1-6,Judge 7,J7,MALIEV Russland SUI
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN 3m Springboard Semi-final B,Semifinal,,single,1-6,Judge 3,J3,LLINAS Julian ESP
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN 3m Springboard Semi-final B,Semifinal,,single,1-6,Judge 4,J4,KOMULAINEN Jari FIN
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN 3m Springboard Final,Final,,A,1-6,Judge 1,J1,JONGEJANS Edwin NED
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN 3m Springboard Final,Final,,B,1-6,Judge 5,J5,ZAITSEV Oleg RUS
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN 3m Springboard Final,Final,,single,1-6,Judge 6,J6,KUGLER Grete AUT
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN 3m Springboard Final,Final,,single,1-6,Judge 2,J2,JOHNSON Bente NOR
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN 3m Springboard Final,Final,,single,1-6,Judge 7,J7,MALIEV Russland SUI
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN 3m Springboard Final,Final,,single,1-6,Judge 3,J3,LLINAS Julian ESP
2001 Arena Diving Champions Cup,stockholm_2001_cc,WOMEN 3m Springboard Final,Final,,single,1-6,Judge 4,J4,KOMULAINEN Jari FIN
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN 3m Springboard Semi-final A,Semifinal,,A,1-6,Judge 1,J1,ZAITSEV Oleg RUS
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN 3m Springboard Semi-final A,Semifinal,,B,1-6,Judge 5,J5,LLINAS Julian ESP
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN 3m Springboard Semi-final A,Semifinal,,single,1-6,Judge 6,J6,CLARKE William GBR
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN 3m Springboard Semi-final A,Semifinal,,single,1-6,Judge 2,J2,WORISCH Michael AUT
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN 3m Springboard Semi-final A,Semifinal,,single,1-6,Judge 7,J7,MANZONI Renato ITA
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN 3m Springboard Semi-final A,Semifinal,,single,1-6,Judge 3,J3,OHMAN Toivo SWE
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN 3m Springboard Semi-final A,Semifinal,,single,1-6,Judge 4,J4,JONGEJANS Edwin NED
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN 3m Springboard Semi-final B,Semifinal,,A,1-6,Judge 1,J1,JONGEJANS Edwin NED
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN 3m Springboard Semi-final B,Semifinal,,B,1-6,Judge 5,J5,REZNICHENKO Anatoly UKR
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN 3m Springboard Semi-final B,Semifinal,,single,1-6,Judge 6,J6,LLINAS Julian ESP
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN 3m Springboard Semi-final B,Semifinal,,single,1-6,Judge 2,J2,WORISCH Michael AUT
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN 3m Springboard Semi-final B,Semifinal,,single,1-6,Judge 7,J7,JOHNSON Bente NOR
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN 3m Springboard Semi-final B,Semifinal,,single,1-6,Judge 3,J3,OHMAN Toivo SWE
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN 3m Springboard Semi-final B,Semifinal,,single,1-6,Judge 4,J4,ALT Walter GER
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN 3m Springboard Final,Final,,A,1-6,Judge 1,J1,JONGEJANS Edwin NED
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN 3m Springboard Final,Final,,B,1-6,Judge 5,J5,JOHNSON Bente NOR
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN 3m Springboard Final,Final,,single,1-6,Judge 6,J6,CLARKE William GBR
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN 3m Springboard Final,Final,,single,1-6,Judge 2,J2,WORISCH Michael AUT
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN 3m Springboard Final,Final,,single,1-6,Judge 7,J7,NARISHKIN Vladimir BLR
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN 3m Springboard Final,Final,,single,1-6,Judge 3,J3,OHMAN Toivo SWE
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN 3m Springboard Final,Final,,single,1-6,Judge 4,J4,LLINAS Julian ESP
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN Platform Semi-final A,Semifinal,,A,1-6,Judge 1,J1,KUGLER Grete AUT
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN Platform Semi-final A,Semifinal,,B,1-6,Judge 5,J5,KOMULAINEN Jari FIN
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN Platform Semi-final A,Semifinal,,single,1-6,Judge 6,J6,CERMAKOVA Maria CZE
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN Platform Semi-final A,Semifinal,,single,1-6,Judge 2,J2,CLARKE William GBR
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN Platform Semi-final A,Semifinal,,single,1-6,Judge 7,J7,JONGEJANS Edwin NED
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN Platform Semi-final A,Semifinal,,single,1-6,Judge 3,J3,KLINGER Ursula GER
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN Platform Semi-final A,Semifinal,,single,1-6,Judge 4,J4,REZNICHENKO Anatoly UKR
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN Platform Semi-final B,Semifinal,,A,1-6,Judge 1,J1,KUGLER Grete AUT
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN Platform Semi-final B,Semifinal,,B,1-6,Judge 5,J5,KOMULAINEN Jari FIN
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN Platform Semi-final B,Semifinal,,single,1-6,Judge 6,J6,CERMAKOVA Maria CZE
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN Platform Semi-final B,Semifinal,,single,1-6,Judge 2,J2,ROULEV Vladimir RUS
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN Platform Semi-final B,Semifinal,,single,1-6,Judge 7,J7,JONGEJANS Edwin NED
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN Platform Semi-final B,Semifinal,,single,1-6,Judge 3,J3,MANZONI Renato ITA
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN Platform Semi-final B,Semifinal,,single,1-6,Judge 4,J4,NARISHKIN Vladimir BLR
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN Platform Final,Final,,A,1-6,Judge 1,J1,KUGLER Grete AUT
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN Platform Final,Final,,B,1-6,Judge 5,J5,KOMULAINEN Jari FIN
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN Platform Final,Final,,single,1-6,Judge 6,J6,CERMAKOVA Maria CZE
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN Platform Final,Final,,single,1-6,Judge 2,J2,MALIEV Russland SUI
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN Platform Final,Final,,single,1-6,Judge 7,J7,JONGEJANS Edwin NED
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN Platform Final,Final,,single,1-6,Judge 3,J3,OHMAN Toivo SWE
2001 Arena Diving Champions Cup,stockholm_2001_cc,MEN Platform Final,Final,,single,1-6,Judge 4,J4,NARISHKIN Vladimir BLR
2002 Arena Diving Champions Cup,stockholm_2002_cc,MEN 3m Springboard Preliminary,Preliminary,,A,1-6,Judge 1,J1,WORISCH Michael AUT
2002 Arena Diving Champions Cup,stockholm_2002_cc,MEN 3m Springboard Preliminary,Preliminary,,B,1-6,Judge 1,J1,REINE Inger G. NOR
2002 Arena Diving Champions Cup,stockholm_2002_cc,MEN 3m Springboard Preliminary,Preliminary,,A,1-6,Judge 2,J2,NARISHKIN Vladimir BLR
2002 Arena Diving Champions Cup,stockholm_2002_cc,MEN 3m Springboard Preliminary,Preliminary,,B,1-6,Judge 2,J2,GHIDINI Maurizio ITA
2002 Arena Diving Champions Cup,stockholm_2002_cc,MEN 3m Springboard Preliminary,Preliminary,,A,1-6,Judge 3,J3,NOVOTNA Hana CZE
2002 Arena Diving Champions Cup,stockholm_2002_cc,MEN 3m Springboard Preliminary,Preliminary,,B,1-6,Judge 3,J3,ZAITSEV Oleg RUS
2002 Arena Diving Champions Cup,stockholm_2002_cc,MEN 3m Springboard Preliminary,Preliminary,,A,1-6,Judge 4,J4,SLOTTE-MATTURI Marja FIN
