Meet,MeetId,Event,Round,EventDate,Panel,RoundsCovered,Function,JudgeNo,JudgeName
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 10m Platform Semifinal,Semifinal,20 JUL 2005,A,1-6,Judge 3,J3,SAKATA Yachiyo JPN
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 10m Platform Semifinal,Semifinal,20 JUL 2005,B,1-6,Judge 3,J3,WILSON Adrienne RSA
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 10m Platform Semifinal,Semifinal,20 JUL 2005,A,1-6,Judge 4,J4,TIKHONAVA Olga RUS
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 10m Platform Semifinal,Semifinal,20 JUL 2005,B,1-6,Judge 4,J4,LINDBERG Mathz SWE
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 10m Platform Semifinal,Semifinal,20 JUL 2005,A,1-6,Judge 5,J5,BOOTHROYD Sydney GBR
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 10m Platform Semifinal,Semifinal,20 JUL 2005,B,1-6,Judge 5,J5,YU Jian CHN
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 10m Platform Semifinal,Semifinal,20 JUL 2005,A,1-6,Judge 6,J6,RUIZ PEDREGUERA Rolando CUB
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 10m Platform Semifinal,Semifinal,20 JUL 2005,B,1-6,Judge 6,J6,BOYS Beverley CAN
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 10m Platform Semifinal,Semifinal,20 JUL 2005,A,1-6,Judge 7,J7,FIRIGOU Georgia GRE
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 10m Platform Semifinal,Semifinal,20 JUL 2005,B,1-6,Judge 7,J7,FISCHER Uwe GER
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 10m Platform Final,Final,20 JUL 2005,A,1-6,Judge 1,J1,FIRIGOU Georgia GRE
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 10m Platform Final,Final,20 JUL 2005,B,1-6,Judge 5,J5,PIERRE Bernard FRA
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 10m Platform Final,Final,20 JUL 2005,A,1-6,Judge 2,J2,RUIZ PEDREGUERA Rolando CUB
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 10m Platform Final,Final,20 JUL 2005,B,1-6,Judge 6,J6,SISSONS Ann NZL
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 10m Platform Final,Final,20 JUL 2005,A,1-6,Judge 3,J3,BOOTHROYD Sydney GBR
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 10m Platform Final,Final,20 JUL 2005,B,1-6,Judge 7,J7,FISCHER Uwe GER
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 10m Platform Final,Final,20 JUL 2005,single,1-6,Judge 4,J4,WILSON Adrienne RSA
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Preliminary,Preliminary,21 JUL 2005,A,1-6,Judge 1,J1,LLINAS Julian ESP
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Preliminary,Preliminary,21 JUL 2005,B,1-6,Judge 1,J1,KELEMEN Ildiko HUN
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Preliminary,Preliminary,21 JUL 2005,A,1-6,Judge 2,J2,PIERRE Bernard FRA
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Preliminary,Preliminary,21 JUL 2005,B,1-6,Judge 2,J2,SAKATA Yachiyo JPN
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Preliminary,Preliminary,21 JUL 2005,A,1-6,Judge 3,J3,NOVOTNA Hana CZE
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Preliminary,Preliminary,21 JUL 2005,B,1-6,Judge 3,J3,RUIZ PEDREGUERA Rolando CUB
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Preliminary,Preliminary,21 JUL 2005,A,1-6,Judge 4,J4,V. D. KONIJNENBURG Frans NED
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Preliminary,Preliminary,21 JUL 2005,B,1-6,Judge 4,J4,TIKHONAVA Olga RUS
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Preliminary,Preliminary,21 JUL 2005,A,1-6,Judge 5,J5,SISSONS Ann NZL
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Preliminary,Preliminary,21 JUL 2005,B,1-6,Judge 5,J5,LUZ Edson Fernando BRA
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Preliminary,Preliminary,21 JUL 2005,A,1-6,Judge 6,J6,FISCHER Uwe GER
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Preliminary,Preliminary,21 JUL 2005,B,1-6,Judge 6,J6,BOYS Beverley CAN
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Preliminary,Preliminary,21 JUL 2005,A,1-6,Judge 7,J7,BOOTHROYD Sydney GBR
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Preliminary,Preliminary,21 JUL 2005,B,1-6,Judge 7,J7,LINDBERG Mathz SWE
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Semifinal A,Semifinal,21 JUL 2005,A,1-6,Judge 1,J1,PIERRE Bernard FRA
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Semifinal A,Semifinal,21 JUL 2005,B,1-6,Judge 5,J5,NOVOTNA Hana CZE
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Semifinal A,Semifinal,21 JUL 2005,A,1-6,Judge 2,J2,ROCHA Sergio MEX
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Semifinal A,Semifinal,21 JUL 2005,B,1-6,Judge 6,J6,SISSONS Ann NZL
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Semifinal A,Semifinal,21 JUL 2005,A,1-6,Judge 3,J3,V. D. KONIJNENBURG Frans NED
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Semifinal A,Semifinal,21 JUL 2005,B,1-6,Judge 7,J7,KELEMEN Ildiko HUN
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Semifinal A,Semifinal,21 JUL 2005,single,1-6,Judge 4,J4,RUIZ PEDREGUERA Rolando CUB
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Semifinal B,Semifinal,21 JUL 2005,A,1-6,Judge 1,J1,PIERRE Bernard FRA
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Semifinal B,Semifinal,21 JUL 2005,B,1-6,Judge 5,J5,NOVOTNA Hana CZE
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Semifinal B,Semifinal,21 JUL 2005,A,1-6,Judge 2,J2,ROCHA Sergio MEX
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Semifinal B,Semifinal,21 JUL 2005,B,1-6,Judge 6,J6,SISSONS Ann NZL
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Semifinal B,Semifinal,21 JUL 2005,A,1-6,Judge 3,J3,V. D. KONIJNENBURG Frans NED
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Semifinal B,Semifinal,21 JUL 2005,B,1-6,Judge 7,J7,KELEMEN Ildiko HUN
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Semifinal B,Semifinal,21 JUL 2005,single,1-6,Judge 4,J4,RUIZ PEDREGUERA Rolando CUB
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Final,Final,21 JUL 2005,A,1-6,Judge 1,J1,PIERRE Bernard FRA
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Final,Final,21 JUL 2005,B,1-6,Judge 5,J5,NOVOTNA Hana CZE
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Final,Final,21 JUL 2005,A,1-6,Judge 2,J2,ROCHA Sergio MEX
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Final,Final,21 JUL 2005,B,1-6,Judge 6,J6,SISSONS Ann NZL
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Final,Final,21 JUL 2005,A,1-6,Judge 3,J3,V. D. KONIJNENBURG Frans NED
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Final,Final,21 JUL 2005,B,1-6,Judge 7,J7,KELEMEN Ildiko HUN
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 1m Springboard Final,Final,21 JUL 2005,single,1-6,Judge 4,J4,RUIZ PEDREGUERA Rolando CUB
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Preliminary,Preliminary,22 JUL 2005,A,1-6,Judge 1,J1,YU Jian CHN
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Preliminary,Preliminary,22 JUL 2005,B,1-6,Judge 1,J1,LLINAS Julian ESP
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Preliminary,Preliminary,22 JUL 2005,A,1-6,Judge 2,J2,ROCHA Sergio MEX
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Preliminary,Preliminary,22 JUL 2005,B,1-6,Judge 2,J2,PIERRE Bernard FRA
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Preliminary,Preliminary,22 JUL 2005,A,1-6,Judge 3,J3,WILSON Adrienne RSA
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Preliminary,Preliminary,22 JUL 2005,B,1-6,Judge 3,J3,V. D. KONIJNENBURG Frans NED
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Preliminary,Preliminary,22 JUL 2005,A,1-6,Judge 4,J4,MANZONI Renato ITA
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Preliminary,Preliminary,22 JUL 2005,B,1-6,Judge 4,J4,NOVOTNA Hana CZE
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Preliminary,Preliminary,22 JUL 2005,A,1-6,Judge 5,J5,KELEMEN Ildiko HUN
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Preliminary,Preliminary,22 JUL 2005,B,1-6,Judge 5,J5,SAKATA Yachiyo JPN
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Preliminary,Preliminary,22 JUL 2005,A,1-6,Judge 6,J6,SISSONS Ann NZL
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Preliminary,Preliminary,22 JUL 2005,B,1-6,Judge 6,J6,BOYS Beverley CAN
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Preliminary,Preliminary,22 JUL 2005,A,1-6,Judge 7,J7,FYRIGOU Georgia GRE
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Preliminary,Preliminary,22 JUL 2005,B,1-6,Judge 7,J7,TIKHONAVA Olga RUS
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Semifinal,Semifinal,22 JUL 2005,A,1-6,Judge 1,J1,YU Jian CHN
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Semifinal,Semifinal,22 JUL 2005,B,1-6,Judge 1,J1,LLINAS Julian ESP
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Semifinal,Semifinal,22 JUL 2005,A,1-6,Judge 2,J2,ROCHA Sergio MEX
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Semifinal,Semifinal,22 JUL 2005,B,1-6,Judge 2,J2,PIERRE Bernard FRA
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Semifinal,Semifinal,22 JUL 2005,A,1-6,Judge 3,J3,WILSON Adrienne RSA
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Semifinal,Semifinal,22 JUL 2005,B,1-6,Judge 3,J3,V. D. KONIJNENBURG Frans NED
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Semifinal,Semifinal,22 JUL 2005,A,1-6,Judge 4,J4,MANZONI Renato ITA
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Semifinal,Semifinal,22 JUL 2005,B,1-6,Judge 4,J4,NOVOTNA Hana CZE
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Semifinal,Semifinal,22 JUL 2005,A,1-6,Judge 5,J5,KELEMEN Ildiko HUN
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Semifinal,Semifinal,22 JUL 2005,B,1-6,Judge 5,J5,SAKATA Yachiyo JPN
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Semifinal,Semifinal,22 JUL 2005,A,1-6,Judge 6,J6,SISSONS Ann NZL
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Semifinal,Semifinal,22 JUL 2005,B,1-6,Judge 6,J6,BOYS Beverley CAN
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Semifinal,Semifinal,22 JUL 2005,A,1-6,Judge 7,J7,FYRIGOU Georgia GRE
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Semifinal,Semifinal,22 JUL 2005,B,1-6,Judge 7,J7,TIKHONAVA Olga RUS
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Final,Final,22 JUL 2005,A,1-6,Judge 1,J1,KELEMEN Ildiko HUN
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Final,Final,22 JUL 2005,B,1-6,Judge 5,J5,RUIZ PEDREGUERA Rolando CUB
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Final,Final,22 JUL 2005,A,1-6,Judge 2,J2,ROCHA Sergio MEX
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Final,Final,22 JUL 2005,B,1-6,Judge 6,J6,PIERRE Bernard FRA
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Final,Final,22 JUL 2005,A,1-6,Judge 3,J3,SISSONS Ann NZL
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Final,Final,22 JUL 2005,B,1-6,Judge 7,J7,V. D. KONIJNENBURG Frans NED
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Women’s 3m Springboard Final,Final,22 JUL 2005,single,1-6,Judge 4,J4,NOVOTNA Hana CZE
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Preliminary,Preliminary,23 JUL 2005,A,1-6,Judge 1,J1,MANZONI Renato ITA
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Preliminary,Preliminary,23 JUL 2005,B,1-6,Judge 1,J1,LINDBERG Mathz SWE
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Preliminary,Preliminary,23 JUL 2005,A,1-6,Judge 2,J2,RUIZ PEDREGUERA Rolando CUB
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Preliminary,Preliminary,23 JUL 2005,B,1-6,Judge 2,J2,McFARLAND Steve USA
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Preliminary,Preliminary,23 JUL 2005,A,1-6,Judge 3,J3,YU Jian CHN
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Preliminary,Preliminary,23 JUL 2005,B,1-6,Judge 3,J3,WILSON Adrienne RSA
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Preliminary,Preliminary,23 JUL 2005,A,1-6,Judge 4,J4,TIKHONAVA Olga RUS
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Preliminary,Preliminary,23 JUL 2005,B,1-6,Judge 4,J4,FISCHER Uwe GER
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Preliminary,Preliminary,23 JUL 2005,A,1-6,Judge 5,J5,PULLAR Wendy AUS
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Preliminary,Preliminary,23 JUL 2005,B,1-6,Judge 5,J5,ROCHA Sergio MEX
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Preliminary,Preliminary,23 JUL 2005,A,1-6,Judge 6,J6,SAKATA Yachiyo JPN
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Preliminary,Preliminary,23 JUL 2005,B,1-6,Judge 6,J6,SISSONS Ann NZL
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Preliminary,Preliminary,23 JUL 2005,A,1-6,Judge 7,J7,LUZ Edson Fernando BRA
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Preliminary,Preliminary,23 JUL 2005,B,1-6,Judge 7,J7,BOOTHROYD Sydney GBR
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Semifinal,Semifinal,23 JUL 2005,A,1-6,Judge 1,J1,MANZONI Renato ITA
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Semifinal,Semifinal,23 JUL 2005,B,1-6,Judge 1,J1,LINDBERG Mathz SWE
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Semifinal,Semifinal,23 JUL 2005,A,1-6,Judge 2,J2,RUIZ PEDREGUERA Rolando CUB
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Semifinal,Semifinal,23 JUL 2005,B,1-6,Judge 2,J2,McFARLAND Steve USA
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Semifinal,Semifinal,23 JUL 2005,A,1-6,Judge 3,J3,YU Jian CHN
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Semifinal,Semifinal,23 JUL 2005,B,1-6,Judge 3,J3,WILSON Adrienne RSA
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Semifinal,Semifinal,23 JUL 2005,A,1-6,Judge 4,J4,TIKHONAVA Olga RUS
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Semifinal,Semifinal,23 JUL 2005,B,1-6,Judge 4,J4,FISCHER Uwe GER
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Semifinal,Semifinal,23 JUL 2005,A,1-6,Judge 5,J5,PULLAR Wendy AUS
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Semifinal,Semifinal,23 JUL 2005,B,1-6,Judge 5,J5,ROCHA Sergio MEX
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Semifinal,Semifinal,23 JUL 2005,A,1-6,Judge 6,J6,SAKATA Yachiyo JPN
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Semifinal,Semifinal,23 JUL 2005,B,1-6,Judge 6,J6,SISSONS Ann NZL
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Semifinal,Semifinal,23 JUL 2005,A,1-6,Judge 7,J7,LUZ Edson Fernando BRA
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Semifinal,Semifinal,23 JUL 2005,B,1-6,Judge 7,J7,BOOTHROYD Sydney GBR
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Final,Final,23 JUL 2005,A,1-6,Judge 1,J1,MANZONI Renato ITA
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Final,Final,23 JUL 2005,B,1-6,Judge 5,J5,FYRIGOU Georgia GRE
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Final,Final,23 JUL 2005,A,1-6,Judge 2,J2,BOYS Beverley CAN
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Final,Final,23 JUL 2005,B,1-6,Judge 6,J6,SISSONS Ann NZL
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Final,Final,23 JUL 2005,A,1-6,Judge 3,J3,LINDBERG Mathz SWE
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Final,Final,23 JUL 2005,B,1-6,Judge 7,J7,KELEMEN Ildiko HUN
11th FINA World Championships 2005 (Diving),montreal_2005_wch,Men’s 10m Platform Final,Final,23 JUL 2005,single,1-6,Judge 4,J4,McFARLAND Steve USA
4th East Asian Games 2005 (Diving),macau_2005_eag,Men’s 3m Springboard Final,Final,,A,1-6,Judge 1,J1,HUANG Rongrong CHN
4th East Asian Games 2005 (Diving),macau_2005_eag,Men’s 3m Springboard Final,Final,,B,1-6,Judge 5,J5,SEMENOV Yaroslav KAZ
4th East Asian Games 2005 (Diving),macau_2005_eag,Men’s 3m Springboard Final,Final,,A,1-6,Judge 2,J2,SAKATA Yachiyo JPN
4th East Asian Games 2005 (Diving),macau_2005_eag,Men’s 3m Springboard Final,Final,,B,1-6,Judge 6,J6,MOON Eul Ok KOR
4th East Asian Games 2005 (Diving),macau_2005_eag,Men’s 3m Springboard Final,Final,,A,1-6,Judge 3,J3,CHAVALIT Roong Pajataej THA
4th East Asian Games 2005 (Diving),macau_2005_eag,Men’s 3m Springboard Final,Final,,B,1-6,Judge 7,J7,RI Sok Phil PRK
4th East Asian Games 2005 (Diving),macau_2005_eag,Men’s 3m Springboard Final,Final,,single,1-6,Judge 4,J4,NG Sio Wan MAC
4th East Asian Games 2005 (Diving),macau_2005_eag,Women’s 1m Springboard Final,Final,,A,1-6,Judge 1,J1,SAKATA Yachiyo JPN
4th East Asian Games 2005 (Diving),macau_2005_eag,Women’s 1m Springboard Final,Final,,B,1-6,Judge 5,J5,HSIEH Ming−Jing TPE
4th East Asian Games 2005 (Diving),macau_2005_eag,Women’s 1m Springboard Final,Final,,A,1-6,Judge 2,J2,NG Sio Wan MAC
4th East Asian Games 2005 (Diving),macau_2005_eag,Women’s 1m Springboard Final,Final,,B,1-6,Judge 6,J6,HUANG Rongrong CHN
4th East Asian Games 2005 (Diving),macau_2005_eag,Women’s 1m Springboard Final,Final,,A,1-6,Judge 3,J3,LAM Yuk Leung HKG
4th East Asian Games 2005 (Diving),macau_2005_eag,Women’s 1m Springboard Final,Final,,B,1-6,Judge 7,J7,CHONG Edwin MAS
4th East Asian Games 2005 (Diving),macau_2005_eag,Women’s 1m Springboard Final,Final,,single,1-6,Judge 4,J4,MOON Eul Ok KOR
4th East Asian Games 2005 (Diving),macau_2005_eag,Men’s 1m Springboard Final,Final,,A,1-6,Judge 1,J1,LAM Yuk Leung HKG
4th East Asian Games 2005 (Diving),macau_2005_eag,Men’s 1m Springboard Final,Final,,B,1-6,Judge 5,J5,SHARMA Ashok Kumar IND
4th East Asian Games 2005 (Diving),macau_2005_eag,Men’s 1m Springboard Final,Final,,A,1-6,Judge 2,J2,SEMENOV Yaroslav KAZ
4th East Asian Games 2005 (Diving),macau_2005_eag,Men’s 1m Springboard Final,Final,,B,1-6,Judge 6,J6,IAO Cheng MAC
4th East Asian Games 2005 (Diving),macau_2005_eag,Men’s 1m Springboard Final,Final,,A,1-6,Judge 3,J3,MOON Eul Ok KOR
4th East Asian Games 2005 (Diving),macau_2005_eag,Men’s 1m Springboard Final,Final,,B,1-6,Judge 7,J7,HUANG Rongrong CHN
4th East Asian Games 2005 (Diving),macau_2005_eag,Men’s 1m Springboard Final,Final,,single,1-6,Judge 4,J4,CHAVALIT Roong Pajataej THA
4th East Asian Games 2005 (Diving),macau_2005_eag,Women’s 3m Springboard Final,Final,,A,1-6,Judge 1,J1,ZHANG Jingshan CHN
4th East Asian Games 2005 (Diving),macau_2005_eag,Women’s 3m Springboard Final,Final,,B,1-6,Judge 5,J5,HSIEH Ming−Jing TPE
4th East Asian Games 2005 (Diving),macau_2005_eag,Women’s 3m Springboard Final,Final,,A,1-6,Judge 2,J2,IAO Cheng MAC
4th East Asian Games 2005 (Diving),macau_2005_eag,Women’s 3m Springboard Final,Final,,B,1-6,Judge 6,J6,LAM Yuk Leung HKG
4th East Asian Games 2005 (Diving),macau_2005_eag,Women’s 3m Springboard Final,Final,,A,1-6,Judge 3,J3,MOON Eul Ok KOR
4th East Asian Games 2005 (Diving),macau_2005_eag,Women’s 3m Springboard Final,Final,,B,1-6,Judge 7,J7,SAKATA Yachiyo JPN
4th East Asian Games 2005 (Diving),macau_2005_eag,Women’s 3m Springboard Final,Final,,single,1-6,Judge 4,J4,CHAVALIT Roong Pajataej THA
4th East Asian Games 2005 (Diving),macau_2005_eag,Men’s 10m Platform Final,Final,,A,1-6,Judge 1,J1,MOON Eul Ok KOR
4th East Asian Games 2005 (Diving),macau_2005_eag,Men’s 10m Platform Final,Final,,B,1-6,Judge 5,J5,RI Sok Phil PRK
4th East Asian Games 2005 (Diving),macau_2005_eag,Men’s 10m Platform Final,Final,,A,1-6,Judge 2,J2,SHARMA Ashok Kumar IND
4th East Asian Games 2005 (Diving),macau_2005_eag,Men’s 10m Platform Final,Final,,B,1-6,Judge 6,J6,LAM Yuk Leung HKG
4th East Asian Games 2005 (Diving),macau_2005_eag,Men’s 10m Platform Final,Final,,A,1-6,Judge 3,J3,CHAVALIT Roong Pajataej THA
4th East Asian Games 2005 (Diving),macau_2005_eag,Men’s 10m Platform Final,Final,,B,1-6,Judge 7,J7,ZHANG Jingshan CHN
4th East Asian Games 2005 (Diving),macau_2005_eag,Men’s 10m Platform Final,Final,,single,1-6,Judge 4,J4,CHONG Edwin MAS
4th East Asian Games 2005 (Diving),macau_2005_eag,Women’s 10m Platform Final,Final,,A,1-6,Judge 1,J1,SAKATA Yachiyo JPN
4th East Asian Games 2005 (Diving),macau_2005_eag,Women’s 10m Platform Final,Final,,B,1-6,Judge 5,J5,SEMENOV Yaroslav KAZ
4th East Asian Games 2005 (Diving),macau_2005_eag,Women’s 10m Platform Final,Final,,A,1-6,Judge 2,J2,RI Sok Phil PRK
4th East Asian Games 2005 (Diving),macau_2005_eag,Women’s 10m Platform Final,Final,,B,1-6,Judge 6,J6,LAM Yuk Leung HKG
4th East Asian Games 2005 (Diving),macau_2005_eag,Women’s 10m Platform Final,Final,,A,1-6,Judge 3,J3,HSIEH Ming−Jing TPE
4th East Asian Games 2005 (Diving),macau_2005_eag,Women’s 10m Platform Final,Final,,B,1-6,Judge 7,J7,SHARMA Ashok Kumar IND
4th East Asian Games 2005 (Diving),macau_2005_eag,Women’s 10m Platform Final,Final,,single,1-6,Judge 4,J4,DA SILVA HUNG Antonio MAC
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 1m Springboard Final,Final,22 MAR 2006,A,1-6,Judge 1,J1,Gompf Thomas USA
XVIII Commonwealth Games 2006 (Diving),melbourne_2006_cg,Men’s 1m Springboard Final,Final,22 MAR 2006,B,1-6,Judge 1,J1,Gompf Thomas USA
